RECO_CN,ANLY_CN,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE
6806114195144,376862523489998,LOGIN_DATIM,7/23/2019 1:32:55 PM,195144,,,
3082782195144,376862523489998,LOGIN_DATIM,7/10/2017 1:28:17 PM,195144,,,
3082783195144,376862523489998,LOGIN_DATIM,7/10/2017 1:28:17 PM,195144,,,
3082842195144,376862523489998,LOGIN_DATIM,7/10/2017 6:37:38 PM,195144,,,
3082843195144,376862523489998,LOGIN_DATIM,7/10/2017 6:37:43 PM,195144,,,
3084454195144,376862523489998,LOGIN_DATIM,7/14/2017 5:08:31 PM,195144,,,
3084455195144,376862523489998,LOGIN_DATIM,7/14/2017 5:08:31 PM,195144,,,
3406460195144,376862523489998,LOGIN_DATIM,2/8/2019 11:31:06 AM,195144,,,
3146961195144,376862523489998,LOGIN_DATIM,8/28/2017 5:08:20 PM,195144,,,
3146962195144,376862523489998,LOGIN_DATIM,8/28/2017 5:08:20 PM,195144,,,
3146861195144,376862523489998,LOGIN_DATIM,8/28/2017 12:51:24 PM,195144,,,
3146862195144,376862523489998,LOGIN_DATIM,8/28/2017 12:51:25 PM,195144,,,
3146942195144,376862523489998,LOGIN_DATIM,8/28/2017 3:36:17 PM,195144,,,
3146943195144,376862523489998,LOGIN_DATIM,8/28/2017 3:36:17 PM,195144,,,
3147074195144,376862523489998,LOGIN_DATIM,8/29/2017 1:16:06 PM,195144,,,
3147075195144,376862523489998,LOGIN_DATIM,8/29/2017 1:16:06 PM,195144,,,
3168579195144,376862523489998,LOGIN_DATIM,10/31/2017 12:38:32 PM,195144,,,
3168581195144,376862523489998,LOGIN_DATIM,10/31/2017 12:38:32 PM,195144,,,
3168586195144,376862523489998,LOGIN_DATIM,10/31/2017 12:47:40 PM,195144,,,
3297955195144,376862523489998,LOGIN_DATIM,2/5/2019 1:46:30 PM,195144,,,
3297956195144,376862523489998,LOGIN_DATIM,2/5/2019 1:46:31 PM,195144,,,
3406454195144,376862523489998,LOGIN_DATIM,2/8/2019 11:26:20 AM,195144,,,
3406455195144,376862523489998,LOGIN_DATIM,2/8/2019 11:26:26 AM,195144,,,
3406456195144,376862523489998,LOGIN_DATIM,2/8/2019 11:26:46 AM,195144,,,
3406457195144,376862523489998,LOGIN_DATIM,2/8/2019 11:28:36 AM,195144,,,
3514916195144,376862523489998,LOGIN_DATIM,2/11/2019 6:07:49 PM,195144,,,
3179198195144,376862523489998,LOGIN_DATIM,11/20/2017 5:13:49 PM,195144,,,
3179203195144,376862523489998,LOGIN_DATIM,11/20/2017 5:14:55 PM,195144,,,
3178158195144,376862523489998,LOGIN_DATIM,11/14/2017 3:37:55 PM,195144,,,
3178162195144,376862523489998,LOGIN_DATIM,11/14/2017 3:37:56 PM,195144,,,
3178171195144,376862523489998,LOGIN_DATIM,11/14/2017 3:38:34 PM,195144,,,
3179632195144,376862523489998,LOGIN_DATIM,11/21/2017 2:20:01 PM,195144,,,
3179634195144,376862523489998,LOGIN_DATIM,11/21/2017 2:20:01 PM,195144,,,
3175674195144,376862523489998,LOGIN_DATIM,11/2/2017 8:42:01 PM,195144,,,
3179238195144,376862523489998,LOGIN_DATIM,11/20/2017 5:22:59 PM,195144,,,
3179251195144,376862523489998,LOGIN_DATIM,11/20/2017 5:23:23 PM,195144,,,
3179628195144,376862523489998,LOGIN_DATIM,11/21/2017 2:19:58 PM,195144,,,
3179630195144,376862523489998,LOGIN_DATIM,11/21/2017 2:19:58 PM,195144,,,
3179636195144,376862523489998,LOGIN_DATIM,11/21/2017 2:20:12 PM,195144,,,
3196253195144,376862523489998,LOGIN_DATIM,12/18/2017 10:35:00 AM,195144,,,
3180898195144,376862523489998,LOGIN_DATIM,11/29/2017 2:03:01 PM,195144,,,
3180899195144,376862523489998,LOGIN_DATIM,11/29/2017 2:03:01 PM,195144,,,
3180818195144,376862523489998,LOGIN_DATIM,11/27/2017 11:38:53 AM,195144,,,
3180819195144,376862523489998,LOGIN_DATIM,11/27/2017 11:38:53 AM,195144,,,
3181133195144,376862523489998,LOGIN_DATIM,11/30/2017 10:25:31 AM,195144,,,
3181134195144,376862523489998,LOGIN_DATIM,11/30/2017 10:25:31 AM,195144,,,
3181154195144,376862523489998,LOGIN_DATIM,11/30/2017 10:48:38 AM,195144,,,
3181155195144,376862523489998,LOGIN_DATIM,11/30/2017 10:48:39 AM,195144,,,
3196255195144,376862523489998,LOGIN_DATIM,12/18/2017 10:36:18 AM,195144,,,
3197478195144,376862523489998,LOGIN_DATIM,12/23/2017 11:36:15 PM,195144,,,
3197480195144,376862523489998,LOGIN_DATIM,12/23/2017 11:36:15 PM,195144,,,
3197468195144,376862523489998,LOGIN_DATIM,12/23/2017 11:36:14 PM,195144,,,
3197470195144,376862523489998,LOGIN_DATIM,12/23/2017 11:36:14 PM,195144,,,
3197472195144,376862523489998,LOGIN_DATIM,12/23/2017 11:36:14 PM,195144,,,
3197474195144,376862523489998,LOGIN_DATIM,12/23/2017 11:36:15 PM,195144,,,
3199478195144,376862523489998,LOGIN_DATIM,1/24/2018 9:33:05 AM,195144,,,
3199479195144,376862523489998,LOGIN_DATIM,1/24/2018 9:33:05 AM,195144,,,
6806104195144,376862523489998,LOGIN_DATIM,7/23/2019 1:25:31 PM,195144,,,
6806158195144,376862523489998,LOGIN_DATIM,7/23/2019 2:33:11 PM,195144,,,
3197476195144,376862523489998,LOGIN_DATIM,12/23/2017 11:36:15 PM,195144,,,
3197482195144,376862523489998,LOGIN_DATIM,12/23/2017 11:36:17 PM,195144,,,
3199480195144,376862523489998,LOGIN_DATIM,1/24/2018 9:33:05 AM,195144,,,
3200655195144,376862523489998,LOGIN_DATIM,2/4/2018 1:35:50 PM,195144,,,
3406461195144,376862523489998,LOGIN_DATIM,2/8/2019 11:31:06 AM,195144,,,
3406385195144,376862523489998,LOGIN_DATIM,2/7/2019 10:58:30 AM,195144,,,
3406449195144,376862523489998,LOGIN_DATIM,2/8/2019 11:14:02 AM,195144,,,
3406450195144,376862523489998,LOGIN_DATIM,2/8/2019 11:14:02 AM,195144,,,
3406458195144,376862523489998,LOGIN_DATIM,2/8/2019 11:29:26 AM,195144,,,
3406459195144,376862523489998,LOGIN_DATIM,2/8/2019 11:30:52 AM,195144,,,
4157486195144,376862523489998,LOGIN_DATIM,3/1/2019 12:47:23 PM,195144,,,
3213263195144,376862523489998,LOGIN_DATIM,3/12/2018 10:31:05 AM,195144,,,
3213605195144,376862523489998,LOGIN_DATIM,3/16/2018 3:33:12 PM,195144,,,
3213602195144,376862523489998,LOGIN_DATIM,3/16/2018 3:31:36 PM,195144,,,
3213603195144,376862523489998,LOGIN_DATIM,3/16/2018 3:31:36 PM,195144,,,
3213604195144,376862523489998,LOGIN_DATIM,3/16/2018 3:33:12 PM,195144,,,
3213776195144,376862523489998,LOGIN_DATIM,3/21/2018 8:38:45 AM,195144,,,
3235593195144,376862523489998,LOGIN_DATIM,5/29/2018 3:30:43 PM,195144,,,
3235605195144,376862523489998,LOGIN_DATIM,5/29/2018 3:42:34 PM,195144,,,
3235595195144,376862523489998,LOGIN_DATIM,5/29/2018 3:42:33 PM,195144,,,
3235600195144,376862523489998,LOGIN_DATIM,5/29/2018 3:42:34 PM,195144,,,
3235601195144,376862523489998,LOGIN_DATIM,5/29/2018 3:42:34 PM,195144,,,
3235602195144,376862523489998,LOGIN_DATIM,5/29/2018 3:42:34 PM,195144,,,
3244901195144,376862523489998,LOGIN_DATIM,7/16/2018 12:15:10 PM,195144,,,
3244914195144,376862523489998,LOGIN_DATIM,7/16/2018 12:56:43 PM,195144,,,
3252450195144,376862523489998,LOGIN_DATIM,8/21/2018 9:21:41 AM,195144,,,
3234462195144,376862523489998,LOGIN_DATIM,5/3/2018 1:08:05 PM,195144,,,
3235596195144,376862523489998,LOGIN_DATIM,5/29/2018 3:42:33 PM,195144,,,
3235598195144,376862523489998,LOGIN_DATIM,5/29/2018 3:42:33 PM,195144,,,
3235599195144,376862523489998,LOGIN_DATIM,5/29/2018 3:42:33 PM,195144,,,
3235604195144,376862523489998,LOGIN_DATIM,5/29/2018 3:42:34 PM,195144,,,
3250408195144,376862523489998,LOGIN_DATIM,8/8/2018 9:46:40 AM,195144,,,
3226848195144,376862523489998,LOGIN_DATIM,3/30/2018 12:12:49 PM,195144,,,
3252910195144,376862523489998,LOGIN_DATIM,8/30/2018 11:20:01 AM,195144,,,
3253581195144,376862523489998,LOGIN_DATIM,9/7/2018 2:46:45 PM,195144,,,
3253585195144,376862523489998,LOGIN_DATIM,9/7/2018 2:46:47 PM,195144,,,
3253588195144,376862523489998,LOGIN_DATIM,9/7/2018 2:46:56 PM,195144,,,
3253589195144,376862523489998,LOGIN_DATIM,9/7/2018 2:47:42 PM,195144,,,
3252911195144,376862523489998,LOGIN_DATIM,8/30/2018 11:20:01 AM,195144,,,
3252905195144,376862523489998,LOGIN_DATIM,8/30/2018 11:18:56 AM,195144,,,
3252906195144,376862523489998,LOGIN_DATIM,8/30/2018 11:18:56 AM,195144,,,
3252907195144,376862523489998,LOGIN_DATIM,8/30/2018 11:18:56 AM,195144,,,
3252908195144,376862523489998,LOGIN_DATIM,8/30/2018 11:18:56 AM,195144,,,
3253915195144,376862523489998,LOGIN_DATIM,9/13/2018 10:39:05 AM,195144,,,
3253916195144,376862523489998,LOGIN_DATIM,9/13/2018 10:39:20 AM,195144,,,
3253922195144,376862523489998,LOGIN_DATIM,9/13/2018 10:40:16 AM,195144,,,
3253935195144,376862523489998,LOGIN_DATIM,9/13/2018 10:41:36 AM,195144,,,
3253938195144,376862523489998,LOGIN_DATIM,9/13/2018 10:42:06 AM,195144,,,
3253946195144,376862523489998,LOGIN_DATIM,9/13/2018 10:45:18 AM,195144,,,
3253947195144,376862523489998,LOGIN_DATIM,9/13/2018 10:45:18 AM,195144,,,
3253912195144,376862523489998,LOGIN_DATIM,9/13/2018 10:38:07 AM,195144,,,
3253932195144,376862523489998,LOGIN_DATIM,9/13/2018 10:41:16 AM,195144,,,
3253933195144,376862523489998,LOGIN_DATIM,9/13/2018 10:41:16 AM,195144,,,
3253959195144,376862523489998,LOGIN_DATIM,9/13/2018 10:49:16 AM,195144,,,
3283159195144,376862523489998,LOGIN_DATIM,10/25/2018 3:02:37 PM,195144,,,
3252909195144,376862523489998,LOGIN_DATIM,8/30/2018 11:20:01 AM,195144,,,
3253702195144,376862523489998,LOGIN_DATIM,9/10/2018 12:36:58 PM,195144,,,
3234455195144,376862523489998,LOGIN_DATIM,5/3/2018 12:30:25 PM,195144,,,
3253919195144,376862523489998,LOGIN_DATIM,9/13/2018 10:40:05 AM,195144,,,
3253931195144,376862523489998,LOGIN_DATIM,9/13/2018 10:41:02 AM,195144,,,
3235583195144,376862523489998,LOGIN_DATIM,5/29/2018 3:30:42 PM,195144,,,
3235584195144,376862523489998,LOGIN_DATIM,5/29/2018 3:30:42 PM,195144,,,
3235606195144,376862523489998,LOGIN_DATIM,5/29/2018 3:42:34 PM,195144,,,
3253637195144,376862523489998,LOGIN_DATIM,9/8/2018 10:27:45 AM,195144,,,
3253703195144,376862523489998,LOGIN_DATIM,9/10/2018 12:55:28 PM,195144,,,
3253955195144,376862523489998,LOGIN_DATIM,9/13/2018 10:47:37 AM,195144,,,
3235585195144,376862523489998,LOGIN_DATIM,5/29/2018 3:30:42 PM,195144,,,
3283158195144,376862523489998,LOGIN_DATIM,10/25/2018 2:57:18 PM,195144,,,
3227660195144,376862523489998,LOGIN_DATIM,4/11/2018 8:54:06 AM,195144,,,
3227663195144,376862523489998,LOGIN_DATIM,4/11/2018 8:54:11 AM,195144,,,
3235586195144,376862523489998,LOGIN_DATIM,5/29/2018 3:30:42 PM,195144,,,
3235607195144,376862523489998,LOGIN_DATIM,5/29/2018 3:42:34 PM,195144,,,
3253844195144,376862523489998,LOGIN_DATIM,9/12/2018 11:38:33 AM,195144,,,
3253909195144,376862523489998,LOGIN_DATIM,9/13/2018 10:37:01 AM,195144,,,
3253937195144,376862523489998,LOGIN_DATIM,9/13/2018 10:42:00 AM,195144,,,
3253995195144,376862523489998,LOGIN_DATIM,9/13/2018 11:09:06 AM,195144,,,
3253961195144,376862523489998,LOGIN_DATIM,9/13/2018 10:54:51 AM,195144,,,
3253962195144,376862523489998,LOGIN_DATIM,9/13/2018 10:54:56 AM,195144,,,
3252716195144,376862523489998,LOGIN_DATIM,8/27/2018 1:13:16 PM,195144,,,
3252904195144,376862523489998,LOGIN_DATIM,8/30/2018 11:01:54 AM,195144,,,
3282143195144,376862523489998,LOGIN_DATIM,10/11/2018 7:00:07 PM,195144,,,
3282144195144,376862523489998,LOGIN_DATIM,10/11/2018 7:00:07 PM,195144,,,
3252717195144,376862523489998,LOGIN_DATIM,8/27/2018 1:13:16 PM,195144,,,
3252718195144,376862523489998,LOGIN_DATIM,8/27/2018 1:13:16 PM,195144,,,
3253942195144,376862523489998,LOGIN_DATIM,9/13/2018 10:44:12 AM,195144,,,
3253943195144,376862523489998,LOGIN_DATIM,9/13/2018 10:44:12 AM,195144,,,
3253950195144,376862523489998,LOGIN_DATIM,9/13/2018 10:46:46 AM,195144,,,
3253998195144,376862523489998,LOGIN_DATIM,9/13/2018 11:10:17 AM,195144,,,
6806103195144,376862523489998,LOGIN_DATIM,7/23/2019 12:52:15 PM,195144,,,
6806161195144,376862523489998,LOGIN_DATIM,7/23/2019 3:17:09 PM,195144,,,
3234454195144,376862523489998,LOGIN_DATIM,5/3/2018 12:28:15 PM,195144,,,
3234456195144,376862523489998,LOGIN_DATIM,5/3/2018 12:34:53 PM,195144,,,
3235589195144,376862523489998,LOGIN_DATIM,5/29/2018 3:30:43 PM,195144,,,
3235831195144,376862523489998,LOGIN_DATIM,6/5/2018 9:25:11 AM,195144,,,
3282142195144,376862523489998,LOGIN_DATIM,10/11/2018 7:00:07 PM,195144,,,
3252901195144,376862523489998,LOGIN_DATIM,8/30/2018 11:01:54 AM,195144,,,
3252902195144,376862523489998,LOGIN_DATIM,8/30/2018 11:01:54 AM,195144,,,
3252903195144,376862523489998,LOGIN_DATIM,8/30/2018 11:01:54 AM,195144,,,
3253910195144,376862523489998,LOGIN_DATIM,9/13/2018 10:37:05 AM,195144,,,
3253940195144,376862523489998,LOGIN_DATIM,9/13/2018 10:43:38 AM,195144,,,
6806160195144,376862523489998,LOGIN_DATIM,7/23/2019 3:15:17 PM,195144,,,
3252912195144,376862523489998,LOGIN_DATIM,8/30/2018 11:20:01 AM,195144,,,
3253949195144,376862523489998,LOGIN_DATIM,9/13/2018 10:45:54 AM,195144,,,
3235587195144,376862523489998,LOGIN_DATIM,5/29/2018 3:30:42 PM,195144,,,
3235588195144,376862523489998,LOGIN_DATIM,5/29/2018 3:30:42 PM,195144,,,
3235603195144,376862523489998,LOGIN_DATIM,5/29/2018 3:42:34 PM,195144,,,
3243080195144,376862523489998,LOGIN_DATIM,6/29/2018 11:47:45 AM,195144,,,
3243081195144,376862523489998,LOGIN_DATIM,6/29/2018 11:47:45 AM,195144,,,
3243214195144,376862523489998,LOGIN_DATIM,7/3/2018 8:26:17 PM,195144,,,
3234469195144,376862523489998,LOGIN_DATIM,5/3/2018 1:24:40 PM,195144,,,
3243073195144,376862523489998,LOGIN_DATIM,6/29/2018 9:44:00 AM,195144,,,
3243074195144,376862523489998,LOGIN_DATIM,6/29/2018 9:44:00 AM,195144,,,
3235582195144,376862523489998,LOGIN_DATIM,5/29/2018 3:30:42 PM,195144,,,
3235597195144,376862523489998,LOGIN_DATIM,5/29/2018 3:42:33 PM,195144,,,
3235830195144,376862523489998,LOGIN_DATIM,6/5/2018 9:22:58 AM,195144,,,
3244836195144,376862523489998,LOGIN_DATIM,7/16/2018 11:03:16 AM,195144,,,
3244878195144,376862523489998,LOGIN_DATIM,7/16/2018 12:13:18 PM,195144,,,
3235829195144,376862523489998,LOGIN_DATIM,6/5/2018 8:54:37 AM,195144,,,
3234484195144,376862523489998,LOGIN_DATIM,5/3/2018 1:43:33 PM,195144,,,
3234491195144,376862523489998,LOGIN_DATIM,5/3/2018 1:48:46 PM,195144,,,
3234496195144,376862523489998,LOGIN_DATIM,5/3/2018 1:51:30 PM,195144,,,
3235647195144,376862523489998,LOGIN_DATIM,5/31/2018 9:25:13 AM,195144,,,
3235648195144,376862523489998,LOGIN_DATIM,5/31/2018 9:25:13 AM,195144,,,
3235827195144,376862523489998,LOGIN_DATIM,6/5/2018 8:45:49 AM,195144,,,
3234458195144,376862523489998,LOGIN_DATIM,5/3/2018 1:02:29 PM,195144,,,
3234459195144,376862523489998,LOGIN_DATIM,5/3/2018 1:03:04 PM,195144,,,
3234471195144,376862523489998,LOGIN_DATIM,5/3/2018 1:39:30 PM,195144,,,
3235590195144,376862523489998,LOGIN_DATIM,5/29/2018 3:30:43 PM,195144,,,
3235591195144,376862523489998,LOGIN_DATIM,5/29/2018 3:30:43 PM,195144,,,
3244941195144,376862523489998,LOGIN_DATIM,7/16/2018 1:03:14 PM,195144,,,
3235592195144,376862523489998,LOGIN_DATIM,5/29/2018 3:30:43 PM,195144,,,
3235594195144,376862523489998,LOGIN_DATIM,5/29/2018 3:30:43 PM,195144,,,
3244929195144,376862523489998,LOGIN_DATIM,7/16/2018 12:57:51 PM,195144,,,
3244986195144,376862523489998,LOGIN_DATIM,7/16/2018 1:05:03 PM,195144,,,
3243213195144,376862523489998,LOGIN_DATIM,7/3/2018 8:26:17 PM,195144,,,
3295756195144,376862523489998,LOGIN_DATIM,1/29/2019 12:56:57 PM,195144,,,
3295757195144,376862523489998,LOGIN_DATIM,1/29/2019 12:56:57 PM,195144,,,
3295758195144,376862523489998,LOGIN_DATIM,1/29/2019 12:56:57 PM,195144,,,
6804929195144,376862523489998,LOGIN_DATIM,6/26/2019 2:54:52 PM,195144,,,
4157488195144,376862523489998,LOGIN_DATIM,3/1/2019 12:55:43 PM,195144,,,
3288456195144,376862523489998,LOGIN_DATIM,11/27/2018 4:05:21 PM,195144,,,
3288457195144,376862523489998,LOGIN_DATIM,11/27/2018 4:08:11 PM,195144,,,
3287155195144,376862523489998,LOGIN_DATIM,11/20/2018 12:53:49 PM,195144,,,
3287166195144,376862523489998,LOGIN_DATIM,11/20/2018 12:55:28 PM,195144,,,
3288452195144,376862523489998,LOGIN_DATIM,11/27/2018 4:01:09 PM,195144,,,
3288453195144,376862523489998,LOGIN_DATIM,11/27/2018 4:01:09 PM,195144,,,
3288820195144,376862523489998,LOGIN_DATIM,11/28/2018 7:28:28 AM,195144,,,
